Entity,Code,Year,Homicides - sex: Female - age: Total,Homicides - sex: Male - age: Total
Afghanistan,AFG,2018,261,
Afghanistan,AFG,2019,238,
Africa (UN),,2000,18695.023,95113.14
Africa (UN),,2001,19123.71,97181.98
Africa (UN),,2002,19577.646,99134.21
Africa (UN),,2003,19506.363,98416.69
Africa (UN),,2004,19595.855,99100.71
Africa (UN),,2005,19841.13,100576.51
Africa (UN),,2006,20328.37,103636.53
Africa (UN),,2007,20631.25,104538.23
Africa (UN),,2008,20740.793,107118.91
Africa (UN),,2009,21875.703,107724.836
Africa (UN),,2010,22711.55,109057.35
Africa (UN),,2011,22940.895,112978.21
Africa (UN),,2012,23417.258,116605.445
Africa (UN),,2013,24119.447,119826.19
Africa (UN),,2014,24815.723,124371.695
Africa (UN),,2015,25564.65,126118.305
Africa (UN),,2016,26058.916,129136.57
Africa (UN),,2017,26195.459,131274.83
Africa (UN),,2018,26013.072,128748.69
Africa (UN),,2019,25885.322,128817.79
Africa (UN),,2020,26413.021,124525.65
Africa (UN),,2021,28157.037,129847.96
Africa (UN),,2022,29696.432,130737.15
Africa (UN),,2023,29815.45,128651.43
Albania,ALB,1992,14,116
Albania,ALB,1993,16,175
Albania,ALB,1994,12,100
Albania,ALB,1995,26,233
Albania,ALB,1996,28,244
Albania,ALB,1997,177,1157
Albania,ALB,1998,87,573
Albania,ALB,1999,65,467
Albania,ALB,2000,13,118
Albania,ALB,2001,39,181
Albania,ALB,2002,39,177
Albania,ALB,2003,21,145
Albania,ALB,2004,19,112
Albania,ALB,2005,21,133
Albania,ALB,2006,23,72
Albania,ALB,2007,24,81
Albania,ALB,2008,19,74
Albania,ALB,2009,7,78
Albania,ALB,2010,11,108
Albania,ALB,2011,18,124
Albania,ALB,2012,26,131
Albania,ALB,2013,20,104
Albania,ALB,2014,12,122
Albania,ALB,2015,16,48
Albania,ALB,2016,17,62
Albania,ALB,2017,13,45
Albania,ALB,2018,15,51
Albania,ALB,2019,13,52
Albania,ALB,2020,9,52
Albania,ALB,2021,12,54
Albania,ALB,2022,8,40
Albania,ALB,2023,12,27
Albania,ALB,2024,9,43
Algeria,DZA,2012,52,195
Algeria,DZA,2013,39,170
Algeria,DZA,2014,85.48148,491.51852
Algeria,DZA,2015,71,475
Algeria,DZA,2016,75,467
Algeria,DZA,2017,56,468
Algeria,DZA,2018,86,482
Algeria,DZA,2019,86,433
Algeria,DZA,2020,122,532
Algeria,DZA,2021,160,535
Algeria,DZA,2022,112,683
Algeria,DZA,2023,105,431
American Samoa,ASM,2016,0,0
American Samoa,ASM,2017,1,6
American Samoa,ASM,2018,1,12
American Samoa,ASM,2019,0,0
Americas (UN),,2000,14114.689,116543.36
Americas (UN),,2001,15332.56,123403.96
Americas (UN),,2002,15239.156,125483.195
Americas (UN),,2003,14974.255,125885.43
Americas (UN),,2004,14390.193,119055.22
Americas (UN),,2005,14382.851,118087.85
Americas (UN),,2006,14362.772,121672.86
Americas (UN),,2007,14049.498,119798.97
Americas (UN),,2008,14639.321,129139.79
Americas (UN),,2009,15877.6875,135971.97
Americas (UN),,2010,16241.583,139877.05
Americas (UN),,2011,16769.803,142927.81
Americas (UN),,2012,16968.162,145526.25
Americas (UN),,2013,16570.54,142611.34
Americas (UN),,2014,16424.691,141738.58
Americas (UN),,2015,16281.444,140714.12
Americas (UN),,2016,17313.084,148262.83
Americas (UN),,2017,18309.37,151573.17
Americas (UN),,2018,17801.623,146480.83
Americas (UN),,2019,16860.275,135941.08
Americas (UN),,2020,16979.459,136898.53
Americas (UN),,2021,18178.46,137840.16
Americas (UN),,2022,18008.879,135961.03
Americas (UN),,2023,17868.455,132635.31
Andorra,AND,2007,0,0
Andorra,AND,2008,1,0
Andorra,AND,2009,0,0
Andorra,AND,2010,0,0
Andorra,AND,2011,0,1
Andorra,AND,2012,0,0
Andorra,AND,2013,0,0
Andorra,AND,2014,0,0
Andorra,AND,2015,0,0
Andorra,AND,2020,,2
Anguilla,AIA,1991,0,1
Anguilla,AIA,1993,1,0
Anguilla,AIA,2000,0,1
Anguilla,AIA,2008,0,1
Anguilla,AIA,2009,0,1
Anguilla,AIA,2013,0,1
Antigua and Barbuda,ATG,1990,1,0
Antigua and Barbuda,ATG,1991,2,1
Antigua and Barbuda,ATG,1992,1,1
Antigua and Barbuda,ATG,1993,0,4
Antigua and Barbuda,ATG,1994,1,4
Antigua and Barbuda,ATG,1995,2,5
Antigua and Barbuda,ATG,1996,1,2
Antigua and Barbuda,ATG,1997,0,1
Antigua and Barbuda,ATG,2001,0.7777778,6.2222223
Antigua and Barbuda,ATG,2002,1.25,3.75
Antigua and Barbuda,ATG,2008,5,11
Antigua and Barbuda,ATG,2015,1,4
Antigua and Barbuda,ATG,2016,2,7
Antigua and Barbuda,ATG,2017,2,18
Antigua and Barbuda,ATG,2018,3,9
Antigua and Barbuda,ATG,2019,1,2
Antigua and Barbuda,ATG,2020,1,8
Antigua and Barbuda,ATG,2021,5,11
Antigua and Barbuda,ATG,2022,1,9
Antigua and Barbuda,ATG,2023,1,9
Argentina,ARG,2015,387,2450
Argentina,ARG,2017,408,1909
Argentina,ARG,2018,396,1988
Argentina,ARG,2019,408,1896
Argentina,ARG,2020,372,2045
Argentina,ARG,2021,308,1786
Argentina,ARG,2022,345,1613
Argentina,ARG,2023,362,1684
Armenia,ARM,1990,22.798029,155.20197
Armenia,ARM,1991,29.76,156.24
Armenia,ARM,1993,53.97222,214.02777
Armenia,ARM,1994,24.558659,132.44135
Armenia,ARM,1995,19.09756,96.902435
Armenia,ARM,1996,23,91
Armenia,ARM,1997,21.649485,78.35052
Armenia,ARM,1998,15.5,77.5
Armenia,ARM,1999,19.285715,70.71429
Armenia,ARM,2000,25.852272,65.14773
Armenia,ARM,2001,18.373627,69.62637
Armenia,ARM,2002,19.581081,49.41892
Armenia,ARM,2003,10.857142,65.14286
Armenia,ARM,2004,22,61
Armenia,ARM,2005,11,47
Armenia,ARM,2006,26,53
Armenia,ARM,2007,13,64
Armenia,ARM,2008,26.358696,70.641304
Armenia,ARM,2009,25,72
Armenia,ARM,2010,10,46
Armenia,ARM,2011,19,52
Armenia,ARM,2012,19,46
Armenia,ARM,2013,19,44
Armenia,ARM,2014,20,52
Armenia,ARM,2015,21,54
Armenia,ARM,2016,14,69
Armenia,ARM,2017,11,59
Armenia,ARM,2018,11,39
Armenia,ARM,2019,10,63
Armenia,ARM,2020,22,53
Armenia,ARM,2021,21,69
Armenia,ARM,2022,22,57
Armenia,ARM,2023,11,54
Aruba,ABW,1990,0,0
Aruba,ABW,1995,0,6
Aruba,ABW,1999,1,1
Aruba,ABW,2001,2,2
Aruba,ABW,2002,1,4
Aruba,ABW,2003,1,3
Aruba,ABW,2004,0,2
Aruba,ABW,2005,1,5
Aruba,ABW,2006,1,4
Aruba,ABW,2007,0,3
Aruba,ABW,2008,1,4
Aruba,ABW,2009,1,3
Aruba,ABW,2010,0,4
Aruba,ABW,2011,0,2
Aruba,ABW,2012,1,3
Aruba,ABW,2013,1,5
Aruba,ABW,2014,0,2
Asia (UN),,2000,36460.227,89316.55
Asia (UN),,2001,36269.66,88108.43
Asia (UN),,2002,35398.594,87273.414
Asia (UN),,2003,34894.016,85934.13
Asia (UN),,2004,36275.547,85911.555
Asia (UN),,2005,34494.555,83347.445
Asia (UN),,2006,33997.06,81645.48
Asia (UN),,2007,34562.55,79762.23
Asia (UN),,2008,34661.215,79801.62
Asia (UN),,2009,36282.465,78147.47
Asia (UN),,2010,35038.656,78040.586
Asia (UN),,2011,36489.195,79710.664
Asia (UN),,2012,36663.305,80072.484
Asia (UN),,2013,36169.254,78991.766
Asia (UN),,2014,36252.203,78931.91
Asia (UN),,2015,33025.664,73894.78
Asia (UN),,2016,33482.78,70807.61
Asia (UN),,2017,32895.098,67379.14
Asia (UN),,2018,32290.252,64757.594
Asia (UN),,2019,32254.04,62102.258
Asia (UN),,2020,31320.059,61883.066
Asia (UN),,2021,32939,73525.695
Asia (UN),,2022,31200.709,60892.996
Asia (UN),,2023,32229.791,62355.18
Australia,AUS,1990,138,236
Australia,AUS,1991,143,197
Australia,AUS,1992,117,184
Australia,AUS,1993,118.4908,214.5092
Australia,AUS,1994,114.9226,205.0774
Australia,AUS,1995,139.7718,216.2282
Australia,AUS,1996,112.88545,241.11455
Australia,AUS,1997,121.71609,242.2839
Australia,AUS,1998,106.42712,227.57288
Australia,AUS,1999,123.564186,261.43582
Australia,AUS,2000,136.04575,225.95425
Australia,AUS,2001,116.042206,230.9578
Australia,AUS,2002,121.149826,244.85017
Australia,AUS,2003,96.35798,205.64203
Australia,AUS,2004,92.53704,170.46297
Australia,AUS,2005,94.36434,164.63567
Australia,AUS,2006,92.871284,188.12872
Australia,AUS,2007,85.338646,169.66136
Australia,AUS,2008,101,160
Australia,AUS,2009,76.1583,186.8417
Australia,AUS,2010,94,137
Australia,AUS,2011,90,158
Australia,AUS,2012,83,160
Australia,AUS,2013,94,151
Australia,AUS,2014,94,149
Australia,AUS,2015,85,151
Australia,AUS,2016,80,147
Australia,AUS,2017,63,144
Australia,AUS,2018,84,135
Australia,AUS,2019,68,156
Australia,AUS,2020,74,150
Australia,AUS,2021,49,141
Australia,AUS,2022,68,150
Australia,AUS,2023,71,152
Australia and New Zealand (UN),,2000,156.84575,257.15424
Australia and New Zealand (UN),,2001,137.21202,260.788
Australia and New Zealand (UN),,2002,147.72125,278.27875
Australia and New Zealand (UN),,2003,110.50083,235.49916
Australia and New Zealand (UN),,2004,104.475815,203.52419
Australia and New Zealand (UN),,2005,121.104065,198.89594
Australia and New Zealand (UN),,2006,110.20974,219.79025
Australia and New Zealand (UN),,2007,104.338646,198.66136
Australia and New Zealand (UN),,2008,124,188
Australia and New Zealand (UN),,2009,101.1583,228.8417
Australia and New Zealand (UN),,2010,116.52381,157.4762
Australia and New Zealand (UN),,2011,105,182
Australia and New Zealand (UN),,2012,104,180
Australia and New Zealand (UN),,2013,106,185
Australia and New Zealand (UN),,2014,107.681816,178.31818
Australia and New Zealand (UN),,2015,101,183
Australia and New Zealand (UN),,2016,102,175
Australia and New Zealand (UN),,2017,76.304344,166.69565
Australia and New Zealand (UN),,2018,103.76712,172.23288
Australia and New Zealand (UN),,2019,97.021126,241.97887
Australia and New Zealand (UN),,2020,87.00893,185.99107
Australia and New Zealand (UN),,2021,103.77368,159.22632
Australia and New Zealand (UN),,2022,103.623856,209.37614
Australia and New Zealand (UN),,2023,95.57481,192.02966
Austria,AUT,1990,39.872,49.128
Austria,AUT,1991,46.81818,56.18182
Austria,AUT,1992,42.74576,54.25424
Austria,AUT,1993,34.71698,45.28302
Austria,AUT,1994,52.425533,35.574467
Austria,AUT,1995,38.07143,39.92857
Austria,AUT,1996,50.53125,48.46875
Austria,AUT,1997,37.304348,28.695652
Austria,AUT,1998,33.846153,43.153847
Austria,AUT,1999,31.764706,28.235294
Austria,AUT,2000,53.573334,28.426666
Austria,AUT,2001,41.81818,28.181818
Austria,AUT,2002,37.68116,27.31884
Austria,AUT,2003,23.404255,26.595745
Austria,AUT,2004,31.918034,27.081966
Austria,AUT,2005,24.179104,29.820896
Austria,AUT,2006,29.134329,31.865671
Austria,AUT,2007,24.23077,20.76923
Austria,AUT,2008,29,29
Austria,AUT,2009,28.137932,22.862068
Austria,AUT,2010,33,28
Austria,AUT,2011,35,42
Austria,AUT,2012,38,43
Austria,AUT,2013,29,32
Austria,AUT,2014,22,20
Austria,AUT,2015,17,27
Austria,AUT,2016,31,23
Austria,AUT,2017,37,33
Austria,AUT,2018,44,42
Austria,AUT,2019,40,37
Austria,AUT,2020,37,28
Austria,AUT,2021,40,25
Austria,AUT,2022,41,38
Austria,AUT,2023,45,35
Azerbaijan,AZE,2010,62,144
Azerbaijan,AZE,2011,75,136
Azerbaijan,AZE,2012,58,144
Azerbaijan,AZE,2013,70,151
Azerbaijan,AZE,2014,87,149
Azerbaijan,AZE,2015,72,139
Azerbaijan,AZE,2016,71,98
Azerbaijan,AZE,2017,76,106
Azerbaijan,AZE,2018,65,132
Azerbaijan,AZE,2019,60,108
Azerbaijan,AZE,2020,78,141
Azerbaijan,AZE,2021,66,108
Azerbaijan,AZE,2022,82,102
Azerbaijan,AZE,2023,73,150
Azerbaijan,AZE,2024,65,141
Bahamas,BHS,1993,6,29
Bahamas,BHS,1994,5.571429,46.42857
Bahamas,BHS,1995,6.6666665,33.333332
Bahamas,BHS,1996,7.4634147,43.536587
Bahamas,BHS,1997,6.8510637,39.148937
Bahamas,BHS,2000,16.444445,57.555557
Bahamas,BHS,2001,5.16,37.84
Bahamas,BHS,2002,12.235294,39.764706
Bahamas,BHS,2003,6,44
Bahamas,BHS,2004,2,42
Bahamas,BHS,2005,8,44
Bahamas,BHS,2006,5,56
Bahamas,BHS,2007,8,70
Bahamas,BHS,2008,7,66
Bahamas,BHS,2009,10,77
Bahamas,BHS,2010,13,81
Bahamas,BHS,2011,16,111
Bahamas,BHS,2012,10,100
Bahamas,BHS,2013,15,102
Bahamas,BHS,2014,11,111
Bahamas,BHS,2015,16,130
Bahamas,BHS,2016,7,104
Bahamas,BHS,2017,6,116
Bahamas,BHS,2018,3,88
Bahamas,BHS,2019,6,89
Bahamas,BHS,2020,11,62
Bahamas,BHS,2021,6,113
Bahamas,BHS,2022,10,118
Bahrain,BHR,2010,1,1
Bahrain,BHR,2011,1,11
Bahrain,BHR,2012,1,8
Bahrain,BHR,2013,1,10
Bahrain,BHR,2014,0,9
Bahrain,BHR,2015,0,3
Bahrain,BHR,2016,1,3
Bahrain,BHR,2017,1,5
Bahrain,BHR,2018,0,5
Bahrain,BHR,2019,1,3
Bahrain,BHR,2020,0,0
Bahrain,BHR,2021,1,0
Bahrain,BHR,2022,2,1
Barbados,BRB,1990,11,23
Barbados,BRB,1991,9,12
Barbados,BRB,1992,4,18
Barbados,BRB,1993,5,16
Barbados,BRB,1994,6,14
Barbados,BRB,1995,5,12
Barbados,BRB,2000,5,15
Barbados,BRB,2001,4.464286,20.535715
Barbados,BRB,2002,7.5,17.5
Barbados,BRB,2003,11,22
Barbados,BRB,2004,0.88,21.12
Barbados,BRB,2005,9.157895,19.842106
Barbados,BRB,2006,1.5217391,33.47826
Barbados,BRB,2007,6,19
Barbados,BRB,2008,4,19
Barbados,BRB,2009,3,16
Barbados,BRB,2010,8,23
Barbados,BRB,2011,2,25
Barbados,BRB,2012,2,20
Barbados,BRB,2013,7,17
Barbados,BRB,2014,3,22
Barbados,BRB,2015,3,28
Barbados,BRB,2016,2,20
Barbados,BRB,2017,2,28
Barbados,BRB,2018,4,24
Barbados,BRB,2019,5,43
Barbados,BRB,2020,3,38
Barbados,BRB,2021,6,26
Barbados,BRB,2022,2,41
Belarus,BLR,2007,221.5283,427.4717
Belarus,BLR,2008,183,369
Belarus,BLR,2009,198,289
Belarus,BLR,2010,136,265
Belarus,BLR,2011,117,256
Belarus,BLR,2012,126,214
Belarus,BLR,2013,103,230
Belarus,BLR,2014,116,224
Belarus,BLR,2015,116,210
Belarus,BLR,2016,106,201
Belarus,BLR,2017,94,146
Belarus,BLR,2018,84,142
Belarus,BLR,2019,87,138
Belgium,BEL,2000,83.32948,128.67052
Belgium,BEL,2001,102.8125,179.1875
Belgium,BEL,2002,132.11111,186.88889
Belgium,BEL,2003,94.236115,135.76389
Belgium,BEL,2004,126.47191,141.52809
Belgium,BEL,2005,92.19632,128.80368
Belgium,BEL,2006,87.79452,133.20547
Belgium,BEL,2007,87.35669,123.64331
Belgium,BEL,2008,71.36719,131.63281
Belgium,BEL,2009,76.16418,112.83582
Belgium,BEL,2010,69.46154,119.53846
Belgium,BEL,2011,92.34247,121.65753
Belgium,BEL,2012,77.26923,127.73077
Belgium,BEL,2013,98.77273,106.22727
Belgium,BEL,2014,81.052635,128.94737
Belgium,BEL,2015,105,126
Belgium,BEL,2016,67,107
Belgium,BEL,2017,92,106
Belgium,BEL,2018,73,117
Belgium,BEL,2019,55,91
Belgium,BEL,2021,11,114
Belize,BLZ,2004,14,65
Belize,BLZ,2009,9,88
Belize,BLZ,2010,16.125,112.875
Belize,BLZ,2011,12,112
Belize,BLZ,2012,14,131
Belize,BLZ,2013,10,89
Belize,BLZ,2014,12,111
Belize,BLZ,2015,9,110
Belize,BLZ,2016,15,123
Belize,BLZ,2017,11,131
Belize,BLZ,2018,19,124
Belize,BLZ,2019,17,117
Belize,BLZ,2020,11,91
Belize,BLZ,2021,11,114
Belize,BLZ,2022,9,104
Bermuda,BMU,1990,0,1
Bermuda,BMU,1991,0,3
Bermuda,BMU,1992,1,0
Bermuda,BMU,1996,1,3
Bermuda,BMU,2004,1,0
Bermuda,BMU,2005,0,2
Bermuda,BMU,2009,1,5
Bermuda,BMU,2010,0,7
Bermuda,BMU,2011,2,6
Bermuda,BMU,2012,0,6
Bermuda,BMU,2013,0,5
Bermuda,BMU,2014,1,3
Bermuda,BMU,2015,0,4
Bermuda,BMU,2016,0,8
Bermuda,BMU,2017,0,5
Bermuda,BMU,2018,0,5
Bermuda,BMU,2019,0,0
Bermuda,BMU,2020,2,5
Bermuda,BMU,2021,1,6
Bermuda,BMU,2022,0,9
Bermuda,BMU,2023,0,4
Bhutan,BTN,2015,2,10
Bhutan,BTN,2016,4,5
Bhutan,BTN,2017,4,9
Bhutan,BTN,2018,2,7
Bhutan,BTN,2019,2,6
Bhutan,BTN,2020,5,14
Bolivia,BOL,2008,137.23756,690.76245
Bolivia,BOL,2015,193,334
Bolivia,BOL,2016,218,397
Bolivia,BOL,2017,243,481
Bolivia,BOL,2018,217,336
Bolivia,BOL,2019,196,286
Bolivia,BOL,2020,164,234
Bolivia,BOL,2021,173,226
Bolivia,BOL,2022,166,285
Bolivia,BOL,2023,155,359
Bosnia and Herzegovina,BIH,1990,16,57
Bosnia and Herzegovina,BIH,2000,20,79
Bosnia and Herzegovina,BIH,2001,29,53
Bosnia and Herzegovina,BIH,2002,25,65
Bosnia and Herzegovina,BIH,2009,15,56
Bosnia and Herzegovina,BIH,2010,10,46
Bosnia and Herzegovina,BIH,2011,16,35
Bosnia and Herzegovina,BIH,2012,24,39
Bosnia and Herzegovina,BIH,2013,14,32
Bosnia and Herzegovina,BIH,2014,11,39
Bosnia and Herzegovina,BIH,2015,18,39
Bosnia and Herzegovina,BIH,2016,15,30
Bosnia and Herzegovina,BIH,2017,10,32
Bosnia and Herzegovina,BIH,2018,8,31
Bosnia and Herzegovina,BIH,2019,10,32
Bosnia and Herzegovina,BIH,2020,5,38
Bosnia and Herzegovina,BIH,2021,7,25
Bosnia and Herzegovina,BIH,2022,12,22
Bosnia and Herzegovina,BIH,2023,13,26
Botswana,BWA,2020,114,
Botswana,BWA,2021,100,
Brazil,BRA,1990,2370.5425,26930.646
Brazil,BRA,1991,2500.762,25647.71
Brazil,BRA,1992,2196.3054,23770.535
Brazil,BRA,1993,2404.473,25608.28
Brazil,BRA,1994,2602.553,27248.86
Brazil,BRA,1995,3049.1504,30950.94
Brazil,BRA,1996,3682,35171
Brazil,BRA,1997,3587,36881
Brazil,BRA,1998,3503,38404
Brazil,BRA,1999,3536,39334
Brazil,BRA,2000,3743,41600
Brazil,BRA,2001,3851,44052
Brazil,BRA,2002,3870,45787
Brazil,BRA,2003,3938,47102
Brazil,BRA,2004,3834,44535
Brazil,BRA,2005,3886,43678
Brazil,BRA,2006,4022,45080
Brazil,BRA,2007,3776,43906
Brazil,BRA,2008,4027,46042
Brazil,BRA,2009,4265,47131
Brazil,BRA,2010,4466,47777
Brazil,BRA,2011,4516,47650
Brazil,BRA,2012,4723,51591
Brazil,BRA,2013,4767,51973
Brazil,BRA,2014,4834,54786
Brazil,BRA,2015,4619,53467
Brazil,BRA,2016,4644,56465
Brazil,BRA,2017,4931,58750
Brazil,BRA,2018,4515,51334
Brazil,BRA,2019,3731,40268
Brazil,BRA,2020,3826,43780
Brazil,BRA,2021,3844,41644
Brazil,BRA,2022,3788,40504
Brazil,BRA,2023,3887,39459
British Virgin Islands,VGB,1990,1,0
British Virgin Islands,VGB,1992,0,0
British Virgin Islands,VGB,1993,0,0
British Virgin Islands,VGB,1994,0,0
British Virgin Islands,VGB,1995,0,2
British Virgin Islands,VGB,1996,0,2
British Virgin Islands,VGB,1999,1,0
British Virgin Islands,VGB,2001,0,1
British Virgin Islands,VGB,2002,0,1
British Virgin Islands,VGB,2003,1,1
British Virgin Islands,VGB,2004,1,3
British Virgin Islands,VGB,2006,1,1
Brunei,BRN,1996,3,6
Brunei,BRN,1997,2,6
Brunei,BRN,1998,0,4
Brunei,BRN,1999,2,2
Brunei,BRN,2000,2,2
Bulgaria,BGR,1990,52.863014,174.137
Bulgaria,BGR,1991,92.966576,282.03342
Bulgaria,BGR,1992,100.63367,361.36633
Bulgaria,BGR,1993,91.43541,398.5646
Bulgaria,BGR,1994,98.85981,393.1402
Bulgaria,BGR,1995,78.19598,415.80402
Bulgaria,BGR,1996,83.03317,354.96683
Bulgaria,BGR,1997,94.40431,303.59567
Bulgaria,BGR,1998,99.757095,281.2429
Bulgaria,BGR,1999,87.93277,239.06723
Bulgaria,BGR,2000,97.31035,234.68965
Bulgaria,BGR,2001,61.85246,246.14754
Bulgaria,BGR,2002,56.666668,198.33333
Bulgaria,BGR,2003,51.88128,195.11873
Bulgaria,BGR,2004,57.153152,186.84685
Bulgaria,BGR,2005,52,147
Bulgaria,BGR,2006,54,132
Bulgaria,BGR,2007,38,139
Bulgaria,BGR,2008,36,136
Bulgaria,BGR,2009,35,115
Bulgaria,BGR,2010,27,121
Bulgaria,BGR,2011,30,98
Bulgaria,BGR,2012,37,104
Bulgaria,BGR,2013,34,75
Bulgaria,BGR,2014,26,86
Bulgaria,BGR,2015,29,97
Bulgaria,BGR,2016,22,57
Bulgaria,BGR,2017,35,68
Bulgaria,BGR,2018,38,54
Bulgaria,BGR,2019,23,60
Bulgaria,BGR,2020,26,43
Bulgaria,BGR,2021,28,61
Bulgaria,BGR,2022,29,47
Bulgaria,BGR,2023,31,43
Burundi,BDI,2013,97,423
Burundi,BDI,2014,102,462
Burundi,BDI,2015,78,383
Burundi,BDI,2016,123,512
Cameroon,CMR,2015,192,669
Cameroon,CMR,2016,117,670
Cameroon,CMR,2017,202,802
Cameroon,CMR,2020,301,901
Canada,CAN,1990,235.9982,421.0018
Canada,CAN,1991,276.38586,477.61414
Canada,CAN,1992,238.1943,494.8057
Canada,CAN,1993,199.93916,426.06082
Canada,CAN,1994,204.6506,391.3494
Canada,CAN,1995,190.86504,396.13498
Canada,CAN,1996,207.19765,426.80234
Canada,CAN,1997,198.5058,387.4942
Canada,CAN,1998,185.53534,373.46466
Canada,CAN,1999,166.83333,372.16666
Canada,CAN,2000,149,397
Canada,CAN,2001,162.29295,391.70706
Canada,CAN,2002,207,375
Canada,CAN,2003,156.43013,392.5699
Canada,CAN,2004,200,425
Canada,CAN,2005,180,484
Canada,CAN,2006,162,446
Canada,CAN,2007,166,431
Canada,CAN,2008,147,467
Canada,CAN,2009,162,448
Canada,CAN,2010,155,402
Canada,CAN,2011,180,429
Canada,CAN,2012,157,392
Canada,CAN,2013,151,358
Canada,CAN,2014,154,371
Canada,CAN,2015,179,432
Canada,CAN,2016,155,461
Canada,CAN,2017,173,492
Canada,CAN,2018,168,493
Canada,CAN,2019,155,529
Canada,CAN,2020,181,578
Canada,CAN,2021,202,592
Canada,CAN,2022,206,666
Canada,CAN,2023,205,564
Cape Verde,CPV,2011,7.27451,45.72549
Cape Verde,CPV,2012,10.181818,45.81818
Cape Verde,CPV,2013,7,47
Cape Verde,CPV,2014,15,50
Cape Verde,CPV,2015,7,39
Cape Verde,CPV,2017,7,31
Cape Verde,CPV,2018,8,23
Cape Verde,CPV,2019,5,28
Cape Verde,CPV,2020,9,27
Cayman Islands,CYM,1990,0,2
Cayman Islands,CYM,1991,0,2
Cayman Islands,CYM,1992,0,1
Cayman Islands,CYM,1993,0,2
Cayman Islands,CYM,1994,0,2
Cayman Islands,CYM,1995,0,2
Cayman Islands,CYM,1996,0,1
Cayman Islands,CYM,1997,0,2
Cayman Islands,CYM,1998,0,1
Cayman Islands,CYM,2000,1,3
Cayman Islands,CYM,2001,1,1
Cayman Islands,CYM,2003,1,2
Cayman Islands,CYM,2004,1,4
Cayman Islands,CYM,2005,0,3
Cayman Islands,CYM,2006,1,0
Cayman Islands,CYM,2007,1,1
Cayman Islands,CYM,2008,0,4
Cayman Islands,CYM,2009,1,7
Cayman Islands,CYM,2010,0,9
Cayman Islands,CYM,2013,0,5
Cayman Islands,CYM,2014,0,5
Central Asia (UN),,2000,1164.8772,3513.3154
Central Asia (UN),,2001,1113.8729,3339.576
Central Asia (UN),,2002,1047.7155,3122.7659
Central Asia (UN),,2003,1017.3259,3047.4324
Central Asia (UN),,2004,1025.9081,3076.6624
Central Asia (UN),,2005,941.2281,2813.4058
Central Asia (UN),,2006,909.7308,2725.902
Central Asia (UN),,2007,857.07837,2535.878
Central Asia (UN),,2008,823.5757,2630.5034
Central Asia (UN),,2009,806.2055,2382.183
Central Asia (UN),,2010,802.1002,2396.1584
Central Asia (UN),,2011,655.51447,2040.5587
Central Asia (UN),,2012,586.5914,1836.253
Central Asia (UN),,2013,550.33356,1584.9261
Central Asia (UN),,2014,458.31436,1422.9814
Central Asia (UN),,2015,483.61288,1262.9966
Central Asia (UN),,2016,565.5594,1404.7858
Central Asia (UN),,2017,490.70007,1357.1813
Central Asia (UN),,2018,418.6431,1146.8337
Central Asia (UN),,2019,362.64273,1001.71814
Central Asia (UN),,2020,356.97012,946.36743
Central Asia (UN),,2021,371.13544,961.9018
Central Asia (UN),,2022,352.6836,853.2464
Central Asia (UN),,2023,322.83545,823.6208
Chile,CHL,2005,83,493
Chile,CHL,2006,91,499
Chile,CHL,2007,111,505
Chile,CHL,2008,103,485
Chile,CHL,2009,99.35065,530.64935
Chile,CHL,2010,96,445
Chile,CHL,2011,115,521
Chile,CHL,2012,37,397
Chile,CHL,2013,108,448
Chile,CHL,2014,63,375
Chile,CHL,2015,49,370
Chile,CHL,2016,90,530
Chile,CHL,2017,106,673
Chile,CHL,2018,94,731
Chile,CHL,2019,126,798
Chile,CHL,2020,131,984
Chile,CHL,2021,90,816
Chile,CHL,2022,143,1187
Chile,CHL,2023,138,1110
Colombia,COL,1990,1835.405,22494.596
Colombia,COL,1991,2020.691,26403.309
Colombia,COL,1992,2127.6084,26056.393
Colombia,COL,1993,2114.619,26326.38
Colombia,COL,1994,2000.042,25078.957
Colombia,COL,1995,1654.818,20666.182
Colombia,COL,1996,1744.9777,21605.021
Colombia,COL,1997,1740.5876,21459.412
Colombia,COL,1998,1726.3416,21362.658
Colombia,COL,1999,1796.5336,22558.467
Colombia,COL,2000,1924.0659,24614.934
Colombia,COL,2001,2214.3455,25625.654
Colombia,COL,2002,2242.0203,26144.98
Colombia,COL,2003,2000.1533,21522.848
Colombia,COL,2004,1629,18581
Colombia,COL,2005,1492,16619
Colombia,COL,2006,1323,16156
Colombia,COL,2007,1385,15813
Colombia,COL,2008,1262,14878
Colombia,COL,2009,1260,14557
Colombia,COL,2010,1226,14233
Colombia,COL,2011,1348,14777
Colombia,COL,2012,1387,15046
Colombia,COL,2013,1223,14190
Colombia,COL,2014,1173,12170
Colombia,COL,2015,1068,11715
Colombia,COL,2016,1037,11365
Colombia,COL,2017,1089,11209
Colombia,COL,2018,993,10685
Colombia,COL,2019,993,10685
Colombia,COL,2020,893,10569
Colombia,COL,2021,938,12154
Colombia,COL,2022,977,11930
Colombia,COL,2023,912,12121
Costa Rica,CRI,1990,27.8,111.2
Costa Rica,CRI,1991,24.75,107.25
Costa Rica,CRI,1992,24.691359,135.30864
Costa Rica,CRI,1993,19.27711,140.72289
Costa Rica,CRI,1994,24.72826,157.27174
